ip,endpoint,requests_per_minute,failed_logins,payload_size,unusual_time,attack
192.168.1.241,/profile,55,14,1069,0,1
192.168.1.173,/login,11,20,3695,0,1
192.168.1.215,/cart,15,7,312,1,0
192.168.1.210,/login,19,10,455,0,1
192.168.1.28,/products,114,5,3502,0,1
192.168.1.3,/profile,52,20,3380,1,1
192.168.1.253,/products,79,5,1741,1,0
192.168.1.26,/payment,96,1,580,1,1
192.168.1.56,/login,23,18,3135,0,1
192.168.1.37,/cart,102,4,3116,1,1
192.168.1.171,/profile,110,16,2417,0,1
192.168.1.250,/cart,101,18,4033,0,1
192.168.1.46,/products,73,20,2607,0,1
192.168.1.195,/profile,71,20,4378,0,1
192.168.1.178,/profile,120,20,3398,0,1
192.168.1.250,/login,117,0,4390,0,1
192.168.1.215,/cart,118,7,800,1,1
192.168.1.230,/payment,118,20,4470,1,1
192.168.1.104,/products,88,3,1103,0,0
192.168.1.199,/payment,80,0,4561,1,0
192.168.1.143,/products,17,14,3823,1,0
192.168.1.219,/cart,90,18,3596,1,1
192.168.1.211,/login,1,12,2440,0,0
192.168.1.82,/profile,1,5,2022,1,0
192.168.1.58,/payment,22,14,4808,0,0
192.168.1.243,/cart,92,17,2549,1,1
192.168.1.58,/login,63,19,4716,1,1
192.168.1.39,/products,5,12,3206,0,1
192.168.1.124,/payment,69,10,3184,1,0
192.168.1.234,/products,49,11,2162,0,0
192.168.1.17,/payment,93,14,372,1,1
192.168.1.189,/cart,66,5,1055,0,0
192.168.1.127,/payment,86,10,2919,0,1
192.168.1.32,/products,40,17,1811,0,1
192.168.1.177,/payment,12,15,4312,1,1
192.168.1.53,/products,1,20,4026,0,1
192.168.1.215,/products,40,9,4107,1,0
192.168.1.109,/cart,7,14,1310,1,1
192.168.1.101,/payment,105,4,2525,1,0
192.168.1.98,/login,36,11,1298,0,1
192.168.1.46,/products,104,20,4487,1,1
192.168.1.102,/payment,117,4,2719,0,1
192.168.1.3,/products,3,12,1039,0,0
192.168.1.145,/products,72,10,1943,0,0
192.168.1.145,/login,107,19,3611,1,1
192.168.1.83,/payment,28,4,2765,1,0
192.168.1.58,/login,104,1,2738,1,1
192.168.1.134,/payment,12,17,535,0,1
192.168.1.7,/cart,60,16,2418,1,1
192.168.1.117,/products,89,13,1802,1,1
192.168.1.46,/payment,47,0,3567,0,0
192.168.1.243,/cart,7,1,587,1,0
192.168.1.150,/products,115,7,935,0,1
192.168.1.98,/login,26,15,1110,1,1
192.168.1.112,/login,116,14,1545,1,1
192.168.1.14,/cart,75,9,2900,0,0
192.168.1.188,/login,35,16,4376,1,1
192.168.1.34,/profile,110,8,776,0,1
192.168.1.1,/cart,117,10,2699,1,1
192.168.1.102,/products,43,18,4189,1,1
192.168.1.249,/products,105,5,4556,0,1
192.168.1.136,/products,59,9,2848,0,0
192.168.1.219,/profile,53,20,3306,0,1
192.168.1.91,/login,25,15,577,0,1
192.168.1.214,/payment,28,20,3563,0,1
192.168.1.184,/profile,74,8,986,0,0
192.168.1.211,/products,77,6,2908,0,0
192.168.1.92,/login,69,20,2828,1,1
192.168.1.12,/products,13,6,2813,0,0
192.168.1.128,/login,53,13,3136,0,1
192.168.1.63,/products,10,20,3355,1,1
192.168.1.82,/cart,82,2,999,1,0
192.168.1.108,/products,97,4,834,1,1
192.168.1.33,/cart,94,13,1076,0,1
192.168.1.74,/profile,82,13,4134,1,1
192.168.1.75,/login,36,15,2905,1,1
192.168.1.88,/profile,113,9,260,1,1
192.168.1.156,/login,99,8,3638,1,0
192.168.1.149,/profile,32,11,4974,1,1
192.168.1.22,/products,41,16,3934,1,1
192.168.1.155,/login,29,19,1998,0,1
192.168.1.62,/profile,100,5,1320,0,1
192.168.1.153,/payment,20,9,1937,0,0
192.168.1.184,/cart,22,13,3416,1,1
192.168.1.168,/login,98,0,548,1,1
192.168.1.218,/cart,17,6,3195,1,0
192.168.1.34,/products,25,0,4339,0,0
192.168.1.82,/cart,88,9,3883,0,1
192.168.1.246,/login,62,15,2830,0,1
192.168.1.218,/products,120,16,4012,0,1
192.168.1.188,/products,66,8,2238,1,0
192.168.1.103,/products,71,5,4881,0,0
192.168.1.73,/profile,120,5,307,0,1
192.168.1.126,/products,58,17,4461,0,1
192.168.1.141,/login,111,3,1830,1,1
192.168.1.202,/profile,117,5,2808,1,1
192.168.1.160,/products,49,9,4565,1,1
192.168.1.11,/cart,45,19,2468,1,1
192.168.1.47,/profile,1,11,575,0,0
192.168.1.140,/payment,7,9,4002,1,0
192.168.1.120,/payment,48,16,2780,0,1
192.168.1.154,/login,56,18,861,0,1
192.168.1.11,/products,50,20,2198,0,1
192.168.1.33,/profile,12,19,3703,1,1
192.168.1.28,/cart,65,3,4442,0,0
192.168.1.117,/cart,8,5,2282,1,0
192.168.1.254,/login,68,16,4464,0,1
192.168.1.83,/products,59,0,1061,0,0
192.168.1.58,/login,50,13,4224,1,1
192.168.1.14,/login,86,16,4642,0,1
192.168.1.76,/cart,87,3,4311,0,1
192.168.1.32,/payment,13,5,4331,1,0
192.168.1.59,/payment,34,7,697,0,0
192.168.1.14,/products,13,8,4184,0,0
192.168.1.103,/login,115,13,3437,1,1
192.168.1.227,/products,120,16,1623,0,1
192.168.1.173,/profile,46,11,728,1,0
192.168.1.61,/cart,1,11,3028,0,0
192.168.1.103,/cart,44,6,1121,1,0
192.168.1.143,/profile,115,1,3188,0,1
192.168.1.199,/login,73,3,3898,0,0
192.168.1.42,/profile,117,1,2889,1,1
192.168.1.240,/payment,82,20,693,0,1
192.168.1.143,/login,94,15,1749,0,1
192.168.1.17,/products,114,15,2367,0,1
192.168.1.3,/payment,40,9,1946,0,0
192.168.1.201,/payment,108,2,1777,1,1
192.168.1.137,/profile,69,6,1903,0,0
192.168.1.60,/login,22,19,3064,0,1
192.168.1.115,/profile,96,3,4872,0,1
192.168.1.210,/cart,48,14,2001,1,1
192.168.1.242,/payment,18,16,2751,0,1
192.168.1.43,/products,61,20,1214,1,1
192.168.1.35,/payment,103,12,3620,1,1
192.168.1.193,/products,56,5,3554,1,0
192.168.1.105,/payment,25,18,4165,1,1
192.168.1.190,/payment,16,18,2023,0,1
192.168.1.84,/products,5,14,4776,0,1
192.168.1.196,/login,10,20,1981,1,1
192.168.1.161,/profile,94,5,4938,0,1
192.168.1.170,/cart,62,0,3074,0,0
192.168.1.70,/profile,100,20,3604,0,1
192.168.1.205,/cart,46,8,1730,0,0
192.168.1.65,/cart,51,3,1680,1,0
192.168.1.220,/products,88,5,455,0,0
192.168.1.6,/cart,42,2,2646,0,0
192.168.1.127,/login,56,16,4696,0,1
192.168.1.169,/payment,57,8,4037,0,0
192.168.1.237,/login,71,20,550,1,1
192.168.1.121,/cart,95,6,1803,1,1
192.168.1.57,/profile,100,9,3665,1,1
192.168.1.8,/payment,31,11,1648,1,0
192.168.1.183,/profile,116,11,4139,1,1
192.168.1.147,/profile,65,13,2178,1,0
192.168.1.33,/cart,59,0,1256,0,0
192.168.1.194,/cart,16,8,4689,0,0
192.168.1.32,/products,79,18,3136,0,1
192.168.1.142,/products,27,18,1080,1,1
192.168.1.110,/cart,53,13,1825,1,1
192.168.1.130,/profile,17,15,3780,1,1
192.168.1.104,/profile,73,20,4382,1,1
192.168.1.118,/products,114,9,3627,0,1
192.168.1.91,/cart,55,10,1726,0,1
192.168.1.188,/cart,29,8,635,0,0
192.168.1.98,/cart,114,4,1865,0,1
192.168.1.43,/login,6,8,3810,1,0
192.168.1.56,/profile,118,1,1148,0,1
192.168.1.185,/profile,98,10,1697,1,1
192.168.1.39,/profile,24,14,2310,0,1
192.168.1.190,/cart,30,3,4882,0,0
192.168.1.53,/profile,93,5,4024,1,1
192.168.1.233,/products,44,3,3647,1,0
192.168.1.209,/products,14,13,2273,0,1
192.168.1.42,/cart,95,3,4798,0,1
192.168.1.113,/cart,55,4,2361,1,0
192.168.1.249,/products,22,18,1760,0,1
192.168.1.125,/cart,83,16,2077,1,1
192.168.1.8,/cart,51,15,1556,1,1
192.168.1.145,/profile,97,18,2886,1,1
192.168.1.193,/cart,28,2,1387,1,0
192.168.1.245,/payment,11,7,1893,0,0
192.168.1.157,/profile,96,11,3394,1,1
192.168.1.109,/products,103,17,3045,1,1
192.168.1.168,/payment,62,19,3681,0,1
192.168.1.146,/cart,5,6,1499,0,0
192.168.1.238,/login,119,7,3603,0,1
192.168.1.180,/products,69,9,3746,1,0
192.168.1.132,/payment,48,2,4805,0,0
192.168.1.211,/login,114,8,4947,1,1
192.168.1.231,/profile,42,16,4678,1,1
192.168.1.220,/login,45,18,273,1,1
192.168.1.43,/login,13,11,2386,1,0
192.168.1.150,/profile,15,13,3087,0,1
192.168.1.207,/products,58,14,1088,0,1
192.168.1.79,/cart,4,13,3982,1,0
192.168.1.106,/products,32,3,4127,1,0
192.168.1.194,/payment,58,13,269,1,1
192.168.1.182,/payment,59,19,3591,0,1
192.168.1.250,/payment,114,3,4703,1,1
192.168.1.244,/login,60,8,1731,0,0
192.168.1.106,/profile,21,14,2612,1,1
192.168.1.237,/profile,28,7,1048,0,0
192.168.1.24,/profile,42,15,2689,0,1
192.168.1.206,/login,85,20,819,0,1
192.168.1.218,/profile,102,5,1444,0,0
192.168.1.246,/payment,67,10,4654,0,1
192.168.1.53,/cart,114,11,4073,0,1
192.168.1.122,/cart,59,3,2914,0,0
192.168.1.162,/cart,21,10,2316,0,1
192.168.1.51,/cart,79,16,3221,0,1
192.168.1.5,/cart,92,11,4683,1,1
192.168.1.1,/profile,38,7,2032,0,0
192.168.1.228,/products,101,20,2961,0,1
192.168.1.104,/login,56,12,4286,0,1
192.168.1.152,/profile,76,3,3287,1,0
192.168.1.238,/profile,94,9,1005,0,0
192.168.1.123,/login,52,17,1117,0,1
192.168.1.156,/profile,104,10,2306,1,1
192.168.1.14,/login,116,3,3491,1,1
192.168.1.179,/payment,36,7,4091,0,0
192.168.1.209,/cart,59,9,2730,1,0
192.168.1.177,/cart,15,12,1134,0,1
192.168.1.199,/cart,66,10,4926,0,0
192.168.1.37,/profile,87,3,2749,1,1
192.168.1.121,/products,91,16,2548,0,1
192.168.1.234,/profile,13,0,3103,1,0
192.168.1.155,/payment,22,12,1335,0,0
192.168.1.231,/products,12,18,835,1,1
192.168.1.91,/cart,26,17,2067,0,1
192.168.1.203,/products,14,1,3234,0,0
192.168.1.187,/login,108,0,4914,0,1
192.168.1.238,/products,116,15,4465,1,1
192.168.1.50,/products,51,20,579,0,1
192.168.1.180,/login,35,15,541,0,1
192.168.1.47,/cart,80,1,460,0,1
192.168.1.98,/payment,72,1,4098,1,0
192.168.1.11,/payment,56,6,2505,0,0
192.168.1.25,/login,8,12,2989,1,1
192.168.1.146,/cart,77,15,3497,1,0
192.168.1.240,/login,101,9,1957,1,1
192.168.1.32,/login,11,4,407,1,0
192.168.1.195,/products,13,4,216,1,0
192.168.1.55,/profile,36,5,2546,1,0
192.168.1.166,/profile,32,1,2019,0,0
192.168.1.208,/profile,57,15,4969,1,1
192.168.1.56,/payment,51,17,1787,0,1
192.168.1.194,/products,99,4,2748,1,1
192.168.1.101,/payment,26,13,525,1,1
192.168.1.248,/profile,106,10,3925,0,1
192.168.1.92,/products,86,1,3973,1,0
192.168.1.21,/payment,84,19,2512,1,1
192.168.1.188,/products,113,20,1868,0,1
192.168.1.220,/payment,67,14,2402,1,1
192.168.1.178,/products,100,3,3330,0,0
192.168.1.246,/cart,40,0,1505,1,0
192.168.1.210,/profile,59,10,3180,0,0
192.168.1.112,/profile,20,14,1166,0,1
192.168.1.240,/profile,93,19,1537,0,1
192.168.1.146,/profile,37,10,2258,1,0
192.168.1.30,/products,21,15,4780,1,0
192.168.1.243,/cart,24,1,2397,0,0
192.168.1.190,/payment,108,18,4039,0,1
192.168.1.207,/payment,8,6,3228,1,0
192.168.1.145,/cart,17,14,1406,0,1
192.168.1.181,/login,119,6,4528,0,1
192.168.1.227,/profile,91,20,1485,0,1
192.168.1.191,/login,36,7,4737,0,0
192.168.1.12,/products,47,4,1802,0,0
192.168.1.109,/login,100,0,1063,0,0
192.168.1.62,/payment,79,11,2594,1,1
192.168.1.127,/login,110,14,2423,1,1
192.168.1.67,/login,82,19,4420,0,1
192.168.1.45,/products,103,9,1630,0,1
192.168.1.115,/payment,62,17,2758,1,1
192.168.1.165,/payment,48,8,4641,1,0
192.168.1.59,/login,31,16,3763,1,1
192.168.1.143,/login,87,3,3860,1,0
192.168.1.202,/cart,58,16,2378,0,1
192.168.1.133,/profile,72,1,2498,1,0
192.168.1.20,/profile,68,6,4497,0,0
192.168.1.192,/profile,41,11,3660,0,1
192.168.1.64,/login,3,4,1021,0,0
192.168.1.202,/payment,108,15,4423,1,1
192.168.1.31,/login,26,13,3747,0,1
192.168.1.75,/cart,96,16,4343,1,1
192.168.1.152,/profile,105,6,3944,1,1
192.168.1.125,/profile,5,1,3390,0,0
192.168.1.97,/products,90,2,3375,1,1
192.168.1.79,/cart,43,3,3016,1,0
192.168.1.69,/login,75,16,1400,1,1
192.168.1.249,/profile,52,4,278,1,0
192.168.1.32,/cart,72,19,1453,1,1
192.168.1.226,/payment,115,5,1071,0,1
192.168.1.214,/login,36,7,4059,1,0
192.168.1.255,/cart,72,11,370,1,0
192.168.1.215,/cart,33,5,4327,1,0
192.168.1.70,/cart,4,1,3127,0,0
192.168.1.228,/profile,32,17,1146,1,1
192.168.1.68,/login,5,7,2835,0,0
192.168.1.62,/products,25,14,873,0,1
192.168.1.46,/payment,38,9,3227,0,0
192.168.1.105,/products,108,19,772,0,1
192.168.1.196,/profile,77,20,1295,1,1
192.168.1.124,/profile,102,10,2492,0,1
192.168.1.79,/login,13,1,3627,0,0
192.168.1.95,/login,113,5,4444,0,1
192.168.1.93,/payment,101,8,2095,1,0
192.168.1.242,/profile,92,13,368,1,1
192.168.1.192,/login,27,9,1884,1,0
192.168.1.171,/profile,25,13,286,0,0
192.168.1.101,/products,41,2,3243,0,0
192.168.1.57,/payment,90,11,4738,0,1
192.168.1.81,/login,103,14,2196,1,1
192.168.1.72,/cart,72,8,2092,1,0
192.168.1.132,/profile,97,12,932,0,1
192.168.1.75,/login,73,10,704,1,1
192.168.1.105,/login,10,15,799,0,0
192.168.1.95,/cart,33,2,351,0,0
192.168.1.51,/profile,66,15,352,0,1
192.168.1.138,/payment,75,10,1544,1,0
192.168.1.202,/products,26,2,4825,0,0
192.168.1.84,/profile,7,11,3086,1,0
192.168.1.138,/login,64,3,3242,0,0
192.168.1.90,/payment,38,12,272,1,0
192.168.1.53,/payment,27,12,225,1,0
192.168.1.137,/login,41,9,2805,0,0
192.168.1.88,/cart,89,8,4152,0,1
192.168.1.29,/products,86,0,4280,0,0
192.168.1.25,/cart,117,2,485,1,1
192.168.1.66,/payment,68,16,4570,0,1
192.168.1.74,/cart,119,13,3274,1,1
192.168.1.73,/profile,117,8,1671,0,1
192.168.1.56,/profile,43,7,466,1,0
192.168.1.205,/cart,96,20,3642,1,1
192.168.1.127,/cart,29,18,2593,0,1
192.168.1.57,/login,117,8,4563,0,1
192.168.1.204,/payment,83,13,2841,0,0
192.168.1.73,/payment,92,12,2998,0,1
192.168.1.88,/login,62,2,4115,0,0
192.168.1.191,/products,86,2,4916,0,0
192.168.1.241,/profile,40,10,940,0,0
192.168.1.25,/login,69,15,1286,0,1
192.168.1.162,/payment,18,13,4421,1,1
192.168.1.161,/payment,30,11,1697,0,0
192.168.1.29,/payment,101,19,4239,0,1
192.168.1.191,/products,107,3,1587,1,1
192.168.1.94,/products,37,13,2163,0,0
192.168.1.6,/payment,10,2,4031,0,0
192.168.1.66,/products,58,9,3797,0,0
192.168.1.53,/profile,116,0,4962,1,1
192.168.1.159,/login,25,1,462,1,0
192.168.1.74,/products,96,1,3757,0,1
192.168.1.243,/products,54,19,744,1,1
192.168.1.232,/profile,77,3,4396,0,0
192.168.1.201,/cart,56,8,2839,0,0
192.168.1.250,/payment,82,10,334,0,1
192.168.1.32,/products,14,3,3866,1,0
192.168.1.130,/login,8,15,449,1,1
192.168.1.229,/cart,47,18,3578,1,1
192.168.1.100,/products,30,20,3449,0,1
192.168.1.42,/login,103,17,869,0,1
192.168.1.42,/login,50,8,4386,1,0
192.168.1.204,/profile,26,16,619,0,1
192.168.1.49,/products,79,10,2702,0,0
192.168.1.68,/payment,105,8,960,0,1
192.168.1.30,/profile,111,2,2636,0,1
192.168.1.208,/payment,52,16,3039,1,1
192.168.1.27,/products,100,13,3536,1,1
192.168.1.223,/cart,77,18,3508,0,1
192.168.1.87,/payment,82,6,2501,0,0
192.168.1.112,/cart,115,14,3558,0,1
192.168.1.188,/cart,43,11,892,0,0
192.168.1.175,/cart,14,2,1786,1,0
192.168.1.38,/payment,41,10,4650,1,0
192.168.1.212,/profile,11,17,2383,0,1
192.168.1.188,/products,10,16,1942,0,1
192.168.1.178,/cart,56,19,4589,0,1
192.168.1.132,/products,108,5,363,1,1
192.168.1.152,/profile,92,9,4145,1,1
192.168.1.162,/profile,58,18,1673,0,1
192.168.1.49,/products,48,11,2737,1,0
192.168.1.37,/profile,48,0,2806,0,0
192.168.1.247,/payment,52,16,3182,1,1
192.168.1.165,/cart,34,6,2758,0,0
192.168.1.241,/login,40,20,3335,1,1
192.168.1.107,/cart,49,18,442,1,1
192.168.1.134,/profile,74,1,4449,1,0
192.168.1.41,/cart,104,12,569,1,1
192.168.1.182,/products,89,6,3021,0,0
192.168.1.127,/products,41,10,2609,0,0
192.168.1.85,/login,39,13,801,1,1
192.168.1.54,/profile,85,19,2366,1,1
192.168.1.192,/products,70,13,3956,0,1
192.168.1.146,/profile,83,15,1766,1,0
192.168.1.115,/cart,28,9,3282,0,0
192.168.1.231,/products,104,15,2249,0,1
192.168.1.123,/cart,35,18,988,0,1
192.168.1.205,/products,45,15,3267,1,0
192.168.1.145,/cart,94,13,300,0,0
192.168.1.82,/profile,41,4,323,1,0
192.168.1.212,/cart,91,9,4306,0,0
192.168.1.220,/profile,105,5,1659,1,1
192.168.1.92,/profile,67,6,4952,0,0
192.168.1.90,/products,24,8,2581,1,0
192.168.1.143,/profile,37,5,777,1,0
192.168.1.198,/login,37,13,1202,1,0
192.168.1.114,/login,79,1,3671,1,0
192.168.1.104,/products,55,1,3287,1,0
192.168.1.253,/profile,43,8,4732,1,0
192.168.1.236,/login,56,10,1014,0,1
192.168.1.50,/login,100,8,1595,1,1
192.168.1.68,/login,92,10,4628,0,1
192.168.1.77,/profile,28,3,3478,0,0
192.168.1.112,/payment,82,11,4482,1,0
192.168.1.9,/payment,114,20,4520,1,1
192.168.1.148,/profile,21,20,1994,0,1
192.168.1.32,/products,4,12,2138,0,0
192.168.1.106,/profile,94,15,3425,1,1
192.168.1.209,/cart,104,18,1491,1,1
192.168.1.187,/payment,89,18,2762,1,1
192.168.1.86,/login,89,15,831,1,1
192.168.1.251,/payment,114,7,1812,0,1
192.168.1.165,/profile,54,1,4128,1,0
192.168.1.194,/payment,25,18,2484,0,1
192.168.1.3,/profile,84,10,392,1,0
192.168.1.75,/products,110,15,1516,0,1
192.168.1.21,/products,101,5,2239,1,1
192.168.1.14,/login,72,12,4164,0,1
192.168.1.162,/profile,58,10,4146,1,1
192.168.1.152,/profile,66,14,4742,1,0
192.168.1.98,/payment,18,1,4635,1,0
192.168.1.210,/login,63,14,449,1,1
192.168.1.244,/products,6,1,4634,0,0
192.168.1.35,/payment,106,11,1382,0,1
192.168.1.55,/products,53,17,813,1,1
192.168.1.76,/payment,5,3,4394,1,0
192.168.1.39,/profile,2,8,3639,0,0
192.168.1.209,/products,5,16,3576,1,1
192.168.1.144,/profile,93,13,4190,0,1
192.168.1.95,/payment,21,20,4221,1,1
192.168.1.129,/login,96,19,4889,1,1
192.168.1.196,/login,6,2,2663,0,0
192.168.1.49,/products,86,13,2748,0,1
192.168.1.167,/profile,13,17,3195,0,1
192.168.1.82,/login,15,17,4943,0,1
192.168.1.247,/profile,98,4,2603,0,1
192.168.1.176,/profile,10,20,3246,1,1
192.168.1.208,/profile,53,8,2182,0,0
192.168.1.125,/cart,4,5,1124,0,0
192.168.1.248,/products,22,9,4489,1,0
192.168.1.164,/cart,46,16,1790,1,1
192.168.1.250,/products,82,1,2692,1,1
192.168.1.111,/payment,29,13,2236,0,1
192.168.1.20,/profile,18,11,1795,0,0
192.168.1.49,/products,73,2,3503,1,0
192.168.1.91,/payment,72,19,1876,1,1
192.168.1.71,/products,106,10,2976,0,0
192.168.1.185,/payment,89,2,1203,0,1
192.168.1.254,/products,54,10,3110,1,0
192.168.1.63,/profile,79,6,856,0,0
192.168.1.188,/login,18,7,332,1,0
192.168.1.42,/profile,98,2,2980,0,1
192.168.1.122,/login,33,17,1345,0,1
192.168.1.30,/products,108,11,2175,0,1
192.168.1.58,/cart,14,3,279,1,0
192.168.1.12,/products,1,12,1705,0,1
192.168.1.125,/products,33,4,4570,1,0
192.168.1.64,/profile,40,14,755,1,1
192.168.1.143,/payment,42,8,4136,0,0
192.168.1.17,/payment,45,13,3139,1,1
192.168.1.255,/cart,82,15,4550,1,1
192.168.1.220,/login,80,8,4033,1,1
192.168.1.3,/profile,82,8,3819,1,1
192.168.1.173,/payment,54,10,441,1,0
192.168.1.103,/cart,20,1,1699,1,0
192.168.1.104,/login,100,17,3213,0,1
192.168.1.161,/login,31,1,4641,1,0
192.168.1.138,/payment,85,20,1869,0,1
192.168.1.222,/payment,90,0,2637,1,1
192.168.1.46,/login,19,10,3330,1,0
192.168.1.253,/login,94,1,1310,0,1
192.168.1.172,/products,47,5,4414,0,0
192.168.1.138,/profile,43,5,1863,1,0
192.168.1.52,/cart,43,7,4995,1,0
192.168.1.158,/payment,75,8,441,0,0
192.168.1.36,/login,88,10,3488,0,0
192.168.1.167,/profile,62,17,893,0,1
192.168.1.211,/profile,114,0,2439,0,1
192.168.1.244,/login,55,1,278,0,0
192.168.1.222,/profile,68,10,515,0,1
192.168.1.49,/products,93,3,4055,0,0
192.168.1.211,/cart,117,11,4677,1,1
192.168.1.24,/profile,9,20,313,1,1
192.168.1.132,/profile,59,16,4517,1,1
192.168.1.5,/login,1,20,4327,0,1
192.168.1.139,/login,91,1,4922,0,1
192.168.1.170,/profile,41,3,4672,1,0
192.168.1.177,/login,79,3,4348,1,0
192.168.1.85,/cart,25,12,1893,0,1
192.168.1.116,/products,90,13,1267,1,1
192.168.1.170,/profile,116,14,2057,0,1
192.168.1.28,/cart,79,2,1756,0,0
192.168.1.185,/login,59,15,3077,0,1
192.168.1.127,/products,6,2,2921,1,0
192.168.1.67,/profile,101,6,2164,0,1
192.168.1.254,/login,105,0,983,1,1
192.168.1.106,/payment,99,2,4386,0,1
192.168.1.255,/profile,99,18,2253,1,1
192.168.1.200,/payment,74,1,3964,0,1
192.168.1.75,/products,11,7,1642,1,0
192.168.1.181,/login,12,18,4025,1,1
192.168.1.116,/payment,30,3,3173,0,0
192.168.1.160,/login,91,11,3100,1,1
192.168.1.123,/profile,77,12,2982,1,1
192.168.1.238,/cart,84,0,4986,0,1
192.168.1.81,/cart,104,19,4673,0,1
192.168.1.146,/profile,87,17,4816,1,1
192.168.1.82,/products,45,14,1017,0,1
192.168.1.238,/products,50,5,1149,0,0
192.168.1.93,/cart,1,9,1173,0,0
192.168.1.182,/products,7,1,3501,0,0
192.168.1.151,/login,13,16,1121,0,1
192.168.1.179,/products,104,14,1495,1,1
192.168.1.151,/payment,59,2,575,1,0
192.168.1.93,/profile,87,14,4421,0,0
192.168.1.225,/cart,76,12,2841,1,1
192.168.1.168,/profile,92,14,1261,1,1
192.168.1.124,/products,28,6,3366,1,0
192.168.1.246,/login,101,6,541,1,1
192.168.1.154,/products,88,5,3367,1,1
192.168.1.110,/profile,18,8,2139,1,0
192.168.1.91,/login,65,17,3591,0,1
192.168.1.72,/profile,41,6,3076,1,0
192.168.1.24,/products,24,18,1339,0,1
192.168.1.117,/login,5,4,1139,0,0
192.168.1.25,/products,31,1,4361,0,0
192.168.1.228,/products,99,20,1797,0,1
192.168.1.177,/login,67,8,3571,0,0
192.168.1.4,/payment,67,8,3591,1,0
192.168.1.253,/profile,90,12,3333,0,1
192.168.1.2,/cart,79,3,1398,1,0
192.168.1.243,/payment,49,6,2837,0,0
192.168.1.193,/payment,50,12,3621,0,1
192.168.1.211,/products,112,7,902,1,1
192.168.1.91,/profile,58,0,2827,0,0
192.168.1.12,/cart,20,5,1403,0,0
192.168.1.3,/profile,35,20,2536,1,1
192.168.1.195,/payment,91,5,2242,1,1
192.168.1.11,/products,63,11,4317,0,1
192.168.1.63,/login,74,13,2174,0,1
192.168.1.206,/cart,88,10,1115,0,0
192.168.1.241,/payment,113,15,391,1,1
192.168.1.100,/payment,33,14,3579,0,0
192.168.1.150,/cart,53,16,1112,0,1
192.168.1.168,/cart,20,10,2491,0,0
192.168.1.24,/payment,59,1,3015,0,0
192.168.1.151,/profile,89,7,949,1,1
192.168.1.207,/products,85,3,1463,1,0
192.168.1.67,/payment,5,11,1759,1,1
192.168.1.67,/products,118,2,1479,1,1
192.168.1.190,/cart,26,8,1833,0,0
192.168.1.133,/profile,94,9,2903,1,1
192.168.1.70,/products,16,20,1771,0,1
192.168.1.22,/payment,80,14,2007,0,1
192.168.1.164,/profile,49,20,4239,1,1
192.168.1.168,/profile,95,14,488,0,1
192.168.1.43,/payment,66,19,811,1,1
192.168.1.6,/products,24,13,1672,1,0
192.168.1.16,/cart,68,4,3965,0,0
192.168.1.88,/products,84,7,3541,0,0
192.168.1.122,/profile,15,17,207,0,1
192.168.1.62,/cart,106,5,501,0,1
192.168.1.98,/profile,80,19,3460,1,1
192.168.1.223,/cart,25,9,1500,0,0
192.168.1.180,/login,112,16,1611,0,1
192.168.1.3,/cart,70,16,758,1,1
192.168.1.214,/products,32,7,3319,1,0
192.168.1.176,/payment,55,13,3470,1,1
192.168.1.31,/login,71,14,1630,1,1
192.168.1.3,/profile,51,11,230,1,0
192.168.1.85,/profile,49,13,884,1,1
192.168.1.76,/payment,106,9,1282,1,1
192.168.1.244,/login,94,1,3885,1,0
192.168.1.174,/products,14,13,1651,1,1
192.168.1.99,/cart,34,13,3174,0,0
192.168.1.160,/products,89,4,508,0,1
192.168.1.38,/cart,6,20,3941,0,1
192.168.1.49,/payment,23,13,4831,1,1
192.168.1.137,/login,5,3,2707,0,0
192.168.1.140,/payment,116,18,1307,1,1
192.168.1.190,/cart,39,5,2862,0,0
192.168.1.245,/payment,48,11,608,0,0
192.168.1.253,/profile,52,19,3686,0,1
192.168.1.156,/cart,90,10,1277,0,1
192.168.1.40,/payment,50,14,3578,1,1
192.168.1.99,/profile,87,2,2644,1,0
192.168.1.220,/cart,33,5,1401,1,0
192.168.1.29,/payment,66,20,2574,0,1
192.168.1.109,/products,73,16,332,0,1
192.168.1.84,/payment,45,7,2377,0,0
192.168.1.153,/profile,3,2,2834,0,0
192.168.1.160,/login,72,18,4517,0,1
192.168.1.185,/login,5,7,273,1,0
192.168.1.120,/login,110,11,3716,0,1
192.168.1.85,/products,66,16,2037,0,1
192.168.1.110,/products,67,5,4121,0,0
192.168.1.38,/payment,120,3,2010,0,1
192.168.1.62,/products,68,4,1283,0,0
192.168.1.128,/cart,86,0,4420,0,1
192.168.1.172,/cart,18,2,1777,1,0
192.168.1.58,/payment,119,8,2058,1,1
192.168.1.4,/login,50,3,3205,1,0
192.168.1.100,/cart,44,17,991,1,1
192.168.1.11,/profile,14,16,4793,0,1
192.168.1.61,/profile,78,11,4129,1,0
192.168.1.74,/payment,12,6,3529,1,0
192.168.1.203,/login,114,13,2266,1,1
192.168.1.121,/profile,77,11,1811,0,1
